Date,linkret,linkvol,aaveret,aavevol,makerret,makervol,kyberret,kybervol,zeroret,zerovol
"Jan 25, 2019",0.48,8985719,0.008692,302726,469.1,29796841,0.13903,3750691,0.290827,15585186
"Jan 26, 2019",0.472,5982204,0.008635,266345,449.93,47978980,0.138182,2274183,0.290199,10296266
"Jan 27, 2019",0.434,10244607,0.008015,226939,433.03,6000950,0.132233,2385264,0.275216,11230985
"Jan 28, 2019",0.413,13461911,0.007314,226131,398.57,927284,0.120704,2574670,0.261164,11852519
"Jan 29, 2019",0.455,18998440,0.0075,184161,393.87,1164212,0.117618,2076722,0.25351,7408815
"Jan 30, 2019",0.427,8965899,0.007635,148090,379.24,2381289,0.121352,1891314,0.260106,7040041
"Jan 31, 2019",0.388,7507124,0.007191,88633.72,369.28,2093187,0.117074,1907237,0.250072,6961073
"Feb 01, 2019",0.419,5696881,0.007707,217131,369.97,838721,0.118364,1451536,0.248292,6721307
"Feb 02, 2019",0.415,4128147,0.007907,271650,380.96,712906,0.119625,1443849,0.251726,6361495
"Feb 03, 2019",0.396,3856282,0.007563,92878.6,376.85,381244,0.116957,1129910,0.242687,5565932
"Feb 04, 2019",0.394,4850155,0.007294,128370,407.62,703707,0.117857,1206885,0.237977,5679078
"Feb 05, 2019",0.422,5865307,0.00714,93982.96,392.13,758679,0.115846,1281456,0.235646,6303690
"Feb 06, 2019",0.4,5378906,0.006949,95380.49,397.73,388334,0.116956,2306316,0.220702,8768562
"Feb 07, 2019",0.401,3171282,0.006936,52245.17,401.87,698240,0.119533,2110575,0.231396,7571212
"Feb 08, 2019",0.437,6900024,0.007703,114946,438.18,773700,0.127712,3801986,0.249405,14295867
"Feb 09, 2019",0.464,6382735,0.007841,148477,449.72,325740,0.128902,1870756,0.247854,7703533
"Feb 10, 2019",0.452,7950326,0.007834,109561,461.14,460412,0.141483,10571680,0.250518,8093310
"Feb 11, 2019",0.429,5928665,0.007611,52947.95,493.48,1140114,0.135794,2959252,0.242763,6012643
"Feb 12, 2019",0.425,4205375,0.00752,71758.48,505.02,1476367,0.132669,2387558,0.237286,7216287
"Feb 13, 2019",0.444,4517365,0.007474,65167.7,551.88,2361905,0.131184,2209739,0.233417,7747967
"Feb 14, 2019",0.428,3914369,0.007393,58179.72,517.8,1560712,0.130203,1966075,0.227937,9117975
"Feb 15, 2019",0.433,3006564,0.007551,144358,496.8,2061584,0.130618,2262336,0.227542,7956245
"Feb 16, 2019",0.441,2715140,0.007407,94764.3,503.75,1339904,0.148395,9327760,0.232061,9457648
"Feb 17, 2019",0.457,6623800,0.007627,99955.66,536.37,1092197,0.14422,4787942,0.241034,14793250
"Feb 18, 2019",0.474,6753508,0.007869,133371,575.37,1759217,0.153123,6462995,0.253907,16742104
"Feb 19, 2019",0.458,6259916,0.007749,248486,632.14,2015073,0.14748,3581397,0.25184,13830669
"Feb 20, 2019",0.466,6379429,0.00788,82795.78,658.89,1612600,0.152135,3040548,0.255431,9852847
"Feb 21, 2019",0.445,6437539,0.00866,930883,636.5,1474924,0.146194,2599299,0.249357,8975790
"Feb 22, 2019",0.452,4048573,0.00837,959322,665.8,1584472,0.158902,3058518,0.251462,9088283
"Feb 23, 2019",0.462,4318600,0.008402,241721,737.6,2469327,0.158624,2809614,0.255832,10719348
"Feb 24, 2019",0.411,6649844,0.0075,191244,661.22,2142918,0.142919,5383370,0.235511,14171584
"Feb 25, 2019",0.471,7817871,0.007682,134586,669.08,1749508,0.149425,2991901,0.242113,10055370
"Feb 26, 2019",0.437,6553450,0.007819,211710,684.86,1989104,0.163642,5432681,0.246753,13410191
"Feb 27, 2019",0.431,3696949,0.007728,173916,643.31,1574087,0.156971,4200163,0.260829,34958001
"Feb 28, 2019",0.427,3941979,0.007666,80349.99,674.74,1230041,0.155391,3871108,0.250048,18130208
"Mar 01, 2019",0.432,3667815,0.007861,159398,667.27,1240838,0.202174,26554188,0.249029,11071657
"Mar 02, 2019",0.428,2339649,0.008039,349274,679.77,1143227,0.184063,9393391,0.244611,9746584
"Mar 03, 2019",0.424,1849996,0.008149,274527,661.23,1055971,0.172957,6147237,0.242196,8899829
"Mar 04, 2019",0.408,3710145,0.009248,3298317,624.07,1408120,0.162275,4763219,0.228644,12592691
"Mar 05, 2019",0.433,6561919,0.008927,936756,685.38,1556739,0.17196,3963678,0.239612,10087240
"Mar 06, 2019",0.432,4082793,0.008544,488775,677.52,1279850,0.170835,3550580,0.245743,10193506
"Mar 07, 2019",0.456,7330127,0.008476,396536,685.27,1466560,0.177298,6156454,0.239988,10998177
"Mar 08, 2019",0.466,14303158,0.008619,729905,659.93,1142136,0.250716,27911210,0.236528,12972342
"Mar 09, 2019",0.477,7457248,0.008946,299360,650.78,1497538,0.352083,122159116,0.250911,17508823
"Mar 10, 2019",0.502,14548536,0.009587,866516,647.82,898739,0.300838,74243624,0.269993,24915855
"Mar 11, 2019",0.467,11191637,0.008959,489046,657.61,1046398,0.257041,27603970,0.258165,18977581
"Mar 12, 2019",0.489,9177232,0.009332,564774,659.77,1238630,0.264323,15857614,0.271719,17975836
"Mar 13, 2019",0.485,6203981,0.009128,456935,644.05,1203213,0.249546,11994190,0.269558,21037384
"Mar 14, 2019",0.491,10961574,0.009294,315074,649.63,1400109,0.238522,10044503,0.267273,16706743
"Mar 15, 2019",0.49,3912307,0.009663,562083,682.41,1442793,0.253023,9886163,0.272333,19518346
"Mar 16, 2019",0.486,7199555,0.00947,302103,695.12,1433425,0.245807,7672783,0.271635,16356815
"Mar 17, 2019",0.484,7196927,0.009246,333002,696.15,1140519,0.242318,5584406,0.265864,14087728
"Mar 18, 2019",0.481,3415764,0.009023,173419,699.55,1665733,0.256622,20633706,0.262272,13842637
"Mar 19, 2019",0.485,2894766,0.009158,146693,705.72,1782303,0.260865,12474243,0.270196,14269894
"Mar 20, 2019",0.486,3511170,0.009252,176020,712.68,1580035,0.262999,7176527,0.272446,15836005
"Mar 21, 2019",0.461,4652789,0.008741,261832,711.01,3655833,0.269543,14102967,0.261246,16134263
"Mar 22, 2019",0.466,3835633,0.008926,229823,729.01,2342702,0.266597,8420309,0.273589,16276019
"Mar 23, 2019",0.463,2494600,0.008757,153462,736.81,1657500,0.263399,5336951,0.270224,16115409
"Mar 24, 2019",0.456,3100039,0.008704,213604,732.99,1620004,0.257545,5584950,0.291931,30018237
"Mar 25, 2019",0.476,8467627,0.008496,291275,717.96,4674695,0.249403,6827507,0.277691,32257531
"Mar 26, 2019",0.464,6231819,0.008914,698595,719.6,7581851,0.259802,19512492,0.291927,24933357
"Mar 27, 2019",0.5,6237410,0.009466,897034,742.89,6683094,0.264373,6806934,0.305429,26111657
"Mar 28, 2019",0.503,6329645,0.009953,748154,732.84,6729109,0.267671,6278385,0.305677,18408638
"Mar 29, 2019",0.5,4239835,0.01038,2505813,737.52,4206224,0.282294,19805962,0.304548,17130757
"Mar 30, 2019",0.494,3395827,0.010079,535491,711.72,1761995,0.276853,6723056,0.309907,20758824
"Mar 31, 2019",0.508,9259723,0.0101,329053,706.97,1093645,0.279352,8877439,0.32299,19447696
"Apr 01, 2019",0.556,11605651,0.010338,481089,709.79,1417341,0.281756,7699391,0.33306,24212475
"Apr 02, 2019",0.584,16414974,0.010884,759586,787.74,3116756,0.295308,13478379,0.376557,38696273
"Apr 03, 2019",0.565,13494096,0.010692,635993,749.93,3974543,0.281813,9791420,0.354311,35796385
"Apr 04, 2019",0.542,11153064,0.011013,739111,743.57,6025124,0.287621,8131446,0.336743,33212775
"Apr 05, 2019",0.577,7928035,0.011984,1019298,784.33,866374,0.28604,7003491,0.358358,27274287
"Apr 06, 2019",0.57,7641845,0.011279,434523,771.06,812646,0.283161,6686541,0.353617,25716451
"Apr 07, 2019",0.577,6038857,0.012221,608602,775.04,811577,0.290601,6364232,0.356219,28228595
"Apr 08, 2019",0.569,9889748,0.011779,1607941,723.78,2343006,0.280912,7096060,0.349616,25068719
"Apr 09, 2019",0.535,7970929,0.011236,594601,715.26,2793378,0.277308,5500437,0.358662,25531764
"Apr 10, 2019",0.52,8226906,0.011895,712913,710.1,1999655,0.276576,4731590,0.351244,21772056
"Apr 11, 2019",0.486,7966598,0.010444,648632,635.09,1665117,0.275616,10809934,0.319129,23669061
"Apr 12, 2019",0.495,6616811,0.010555,287293,636.18,1026181,0.273582,4901551,0.32208,18545510
"Apr 13, 2019",0.539,7063057,0.010592,351591,637.16,1296041,0.269445,3615810,0.317418,15473675
"Apr 14, 2019",0.529,5680703,0.01129,553264,636.67,1793830,0.278688,3061960,0.323276,16399047
"Apr 15, 2019",0.492,6369018,0.010559,451957,632.78,1280963,0.264313,2745622,0.309105,18108180
"Apr 16, 2019",0.503,4307086,0.010818,289959,632.89,1177042,0.267247,2593781,0.324921,16470647
"Apr 17, 2019",0.5,4224360,0.010786,915875,649.68,1144287,0.265355,4199209,0.332696,17236051
"Apr 18, 2019",0.524,4816738,0.011608,4840085,674.28,2013443,0.269213,3329751,0.332832,18055470
"Apr 19, 2019",0.514,5918321,0.011362,1493542,622.32,1743556,0.269509,4391254,0.328062,17257637
"Apr 20, 2019",0.516,4637764,0.011325,789894,620.35,1524998,0.301032,18386761,0.322755,17751495
"Apr 21, 2019",0.499,5015660,0.010666,847296,603.4,1445783,0.285131,15559404,0.314682,19442677
"Apr 22, 2019",0.497,5966146,0.010924,961060,606.91,1279451,0.276542,7482728,0.313052,17954114
"Apr 23, 2019",0.481,6260080,0.010469,1703208,601.57,1444214,0.264682,5956475,0.302989,21531625
"Apr 24, 2019",0.478,7281840,0.010252,1908676,576.55,2209780,0.240554,6059317,0.289879,21600860
"Apr 25, 2019",0.446,6760468,0.008985,1083309,509.38,2504165,0.231778,5668828,0.272166,36358448
"Apr 26, 2019",0.437,5505480,0.0088,1452262,500.45,2402511,0.221111,4291791,0.268758,34921962
"Apr 27, 2019",0.442,3901156,0.009293,1693315,521.22,2441556,0.227604,4007983,0.285399,20062585
"Apr 28, 2019",0.448,4170835,0.008774,1710819,548.02,1954317,0.233191,5310719,0.277532,17948488
"Apr 29, 2019",0.434,5230685,0.008189,2022478,547.15,2966780,0.216648,4437133,0.273643,19204229
"Apr 30, 2019",0.473,6117527,0.008658,2069463,549.33,2235726,0.22748,3238214,0.280328,17555354
"May 01, 2019",0.476,4255127,0.008861,1699449,534.31,2896962,0.224475,3570835,0.27816,17187979
"May 02, 2019",0.463,3212373,0.008516,3619906,556.49,2452390,0.222579,4502919,0.275777,21552859
"May 03, 2019",0.512,6755514,0.008333,2353270,545.79,3222636,0.224482,4452764,0.281411,28570303
"May 04, 2019",0.495,4501322,0.00792,1540746,538.49,2416312,0.222796,3748490,0.268093,23397243
"May 05, 2019",0.507,4844367,0.008382,1318090,511.88,1013527,0.223008,3538362,0.2669,18027783
"May 06, 2019",0.578,11999352,0.008383,1466632,549.74,2505707,0.227425,4799685,0.278971,22481417
"May 07, 2019",0.545,16169094,0.008,1571178,558.83,4516986,0.215805,3735843,0.263472,22469526
"May 08, 2019",0.592,9757958,0.008003,1053354,548.43,5726655,0.215529,3173435,0.269451,20012061
"May 09, 2019",0.64,23088642,0.007223,1166140,522.19,7211225,0.202268,3790364,0.253387,21150911
"May 10, 2019",0.671,17084493,0.007615,1252625,524.72,6031674,0.206938,4272027,0.264033,22659958
"May 11, 2019",0.679,17115294,0.007681,1839383,582.6,4390739,0.22268,4710289,0.295698,32277255
"May 12, 2019",0.658,11180413,0.006973,1195069,556.03,5097895,0.213635,4065376,0.27309,27505180
"May 13, 2019",0.647,10869526,0.007028,1625156,587.11,5529186,0.213404,4871513,0.279103,27612072
"May 14, 2019",0.823,42446071,0.007629,1371434,621.81,6504563,0.245453,22120304,0.301006,33520877
"May 15, 2019",0.846,20109177,0.00857,1609982,718.58,7515940,0.274987,10851514,0.362387,51205611
"May 16, 2019",0.926,33573495,0.008922,2249178,670.55,5919232,0.257969,10368802,0.335023,37874734
"May 17, 2019",0.888,39447831,0.008464,1752251,631.01,3644624,0.248378,6758030,0.31223,52806405
"May 18, 2019",0.934,20589987,0.008187,576451,627.83,3545728,0.242879,3807886,0.322047,39674461
"May 19, 2019",0.994,39610667,0.008523,848805,679.15,6445052,0.257828,4943286,0.338912,42040565
"May 20, 2019",1.13,28566429,0.008912,2357777,665.3,4896499,0.267598,6911688,0.320032,26103535
"May 21, 2019",1.19,98438799,0.00954,9214043,681.61,6049060,0.272856,7680256,0.332134,29022352
"May 22, 2019",1.22,118738675,0.009599,2503813,659.19,5313169,0.261007,8977492,0.305712,27967317
"May 23, 2019",1.34,62796580,0.010156,1523293,659.43,4963826,0.285121,9235641,0.313633,33408255
"May 24, 2019",1.34,52112753,0.009459,1490016,678.01,9337356,0.285108,12479801,0.315733,35060299
"May 25, 2019",1.13,52065174,0.009435,1449082,708.19,6534013,0.283785,7262484,0.323156,28396172
"May 26, 2019",1.09,43379101,0.009829,1923715,743.96,6385891,0.283155,8550983,0.330301,33925849
"May 27, 2019",1.21,58681258,0.009875,1919540,756.49,9025841,0.2881,6399573,0.336705,34570348
"May 28, 2019",1.28,55908377,0.009622,1823019,755.3,6488794,0.288924,8527676,0.33508,34235773
"May 29, 2019",1.18,41812375,0.009789,2281532,766.89,6825041,0.284149,7362937,0.343191,39011238
"May 30, 2019",1.02,71072187,0.008943,2273073,733.62,5749569,0.262403,8003203,0.32585,48731327
"May 31, 2019",1.02,48729261,0.009134,2062733,734.19,7015620,0.273649,7781460,0.342623,31033992
"Jun 01, 2019",0.965,29166848,0.008831,2105377,732.25,6750244,0.265806,6190026,0.334985,21346163
"Jun 02, 2019",1.01,23376401,0.009576,2348170,732.37,4216981,0.275037,5858024,0.341289,26722813
"Jun 03, 2019",0.911,19415847,0.008535,1911527,698.66,4194928,0.256908,5443482,0.31949,24506718
"Jun 04, 2019",0.883,25054880,0.007884,1870636,658.3,4169223,0.24985,10058836,0.303871,24041531
"Jun 05, 2019",1.08,62912027,0.008157,1637605,688.85,4809198,0.247108,5703533,0.314746,23201370
"Jun 06, 2019",1.12,74387222,0.008494,1894727,711.34,6050171,0.256729,5018273,0.321334,29827963
"Jun 07, 2019",1.18,50396874,0.008659,2042743,761.71,5361286,0.263301,7340845,0.332752,24185424
"Jun 08, 2019",1.15,18457927,0.009266,2462819,773.37,4956296,0.266265,5474032,0.338548,40586014
"Jun 09, 2019",1.07,20498196,0.008981,4467273,736.9,4472481,0.258674,5827394,0.315997,28894318
"Jun 10, 2019",1.19,25489176,0.009375,2446023,729.18,7070687,0.269426,6901803,0.329493,29333267
"Jun 11, 2019",1.14,25861024,0.009911,4638934,707.86,5981764,0.279268,6956741,0.325606,22800631
"Jun 12, 2019",1.14,27563661,0.009601,3034977,738.81,5314013,0.275108,6325018,0.332078,28319284
"Jun 13, 2019",1.85,318719301,0.00915,2076029,728.38,6317874,0.26829,6538753,0.32548,34793957
"Jun 14, 2019",1.68,344143609,0.008834,2510940,733.16,7538607,0.26282,6483508,0.336495,43670316
"Jun 15, 2019",1.72,149453818,0.009414,3269357,737.46,6555310,0.268622,6075950,0.358821,50942118
"Jun 16, 2019",1.67,119199289,0.010548,4380190,737.28,7042985,0.268728,5926596,0.349332,46698311
"Jun 17, 2019",1.97,158900877,0.011033,2122726,748.55,424837,0.274775,1528649,0.346832,23117000
"Jun 18, 2019",1.82,117480216,0.010515,885848,714.42,868466,0.263337,1597792,0.337591,23995414
"Jun 19, 2019",1.84,38209064,0.010013,7696512,724.19,314097,0.27319,1727560,0.340916,11979352
"Jun 20, 2019",1.77,40500786,0.009238,1654228,717.53,287334,0.261879,2034974,0.329777,17478658
"Jun 21, 2019",1.7,56871937,0.008839,636754,746.89,605648,0.250949,2481701,0.334059,14892901
"Jun 22, 2019",1.84,65320899,0.008875,764961,762.22,674081,0.257333,2090833,0.347105,22209169
"Jun 23, 2019",1.8,47203299,0.008576,616302,734.85,628911,0.266953,2323828,0.342872,16403506
"Jun 24, 2019",1.86,30278025,0.008589,434807,735.12,419882,0.274944,2972622,0.338159,13667644
"Jun 25, 2019",2.19,199041263,0.008376,574509,758.58,930061,0.273007,9268128,0.337501,15529515
"Jun 26, 2019",2.26,179571545,0.00781,791795,742.08,2322685,0.266184,5546415,0.324333,29957280
"Jun 27, 2019",2.27,136956672,0.007267,378571,652.28,1513714,0.239968,3567665,0.314773,21480762
"Jun 28, 2019",2.96,229612906,0.007426,403484,702.1,1356915,0.259367,4608049,0.31849,27682201
"Jun 29, 2019",3.7,953804527,0.007625,358826,699.38,1714502,0.265943,5650124,0.318627,21966185
"Jun 30, 2019",3.45,434865872,0.006996,238612,653.82,1535007,0.249654,4539032,0.296446,18618822
"Jul 01, 2019",3.59,377055673,0.007499,407927,620.09,1667421,0.252339,4298313,0.30804,19004868
"Jul 02, 2019",3.65,424338055,0.007345,431247,605.19,1666394,0.244041,5400729,0.294295,17217327
"Jul 03, 2019",3.53,204354523,0.007779,409285,660.62,1268286,0.242057,6366914,0.303922,20297993
"Jul 04, 2019",3.48,178867441,0.007389,420302,630.98,1134217,0.238006,4451615,0.289538,14329645
"Jul 05, 2019",3.62,191209597,0.007891,313279,658.79,1214369,0.236885,5653038,0.288989,13514739
"Jul 06, 2019",3.48,100575087,0.007724,260239,661.21,1576343,0.240341,3095027,0.293198,14358006
"Jul 07, 2019",3.31,97053705,0.00755,224506,700.24,1335301,0.247879,3074445,0.29954,11858225
"Jul 08, 2019",3.34,111053367,0.007374,256940,708.71,1272685,0.247787,3233936,0.291664,17877167
"Jul 09, 2019",3.11,177238039,0.007166,307423,736.43,2528387,0.246685,4542066,0.29342,14955444
"Jul 10, 2019",3.12,172059406,0.006684,477186,695.98,1736016,0.231704,4087339,0.270574,17546513
"Jul 11, 2019",2.83,118728040,0.006004,253341,660.5,1583957,0.213133,4734515,0.257108,15718386
"Jul 12, 2019",3.17,162546196,0.006343,237079,664.12,1415209,0.222562,3773565,0.266248,13845133
"Jul 13, 2019",3.17,144234535,0.006208,224767,658.59,1385917,0.216404,2111204,0.256447,11108094
"Jul 14, 2019",2.79,95436164,0.005135,265933,592.28,1757844,0.187845,2205974,0.222813,13552927
"Jul 15, 2019",2.73,95812874,0.005092,311028,587.84,2325975,0.190123,3804292,0.244934,27460263
"Jul 16, 2019",2.2,82850036,0.004367,179861,505.93,2531442,0.160979,2983774,0.217911,22019132
"Jul 17, 2019",2.38,135564356,0.00456,343035,522.68,5949870,0.167223,3710491,0.227411,16972796
"Jul 18, 2019",2.68,142714502,0.004765,190458,560.11,1980002,0.177889,3864170,0.238349,14029176
"Jul 19, 2019",2.61,71363583,0.004737,135905,554.7,1923264,0.184859,3966048,0.235591,10924334
"Jul 20, 2019",2.64,67423557,0.004926,167131,570.92,1868768,0.190911,2922748,0.247635,10405068
"Jul 21, 2019",2.55,48335818,0.004887,116445,572.49,1864077,0.191359,2630351,0.243992,10059703
"Jul 22, 2019",2.43,48393920,0.004805,236858,554.86,1981505,0.186656,3022684,0.235913,11815607
"Jul 23, 2019",2.37,66520544,0.004717,111249,566.3,1780303,0.180837,3990182,0.22402,10438284
"Jul 24, 2019",2.41,78623000,0.004787,138261,584.99,1951806,0.181415,2665006,0.226503,10555607
"Jul 25, 2019",2.38,60195321,0.004975,122053,582.37,1685138,0.186634,2710111,0.234085,10495772
"Jul 26, 2019",2.4,38644891,0.004881,168015,595.06,1764334,0.195449,3586057,0.234491,8012666
"Jul 27, 2019",2.26,57981370,0.004532,287910,578.57,1918790,0.185009,2839493,0.223382,10112140
"Jul 28, 2019",2.22,37139642,0.004738,140062,576.58,1305613,0.187151,3034963,0.227123,9212596
"Jul 29, 2019",2.14,41163755,0.00455,159665,567.85,1881185,0.212682,8131880,0.223,9184880
"Jul 30, 2019",2.09,63663046,0.004629,175792,573.53,1396805,0.202184,3985772,0.224177,8253701
"Jul 31, 2019",2.2,59937401,0.004519,203145,589.63,1713914,0.194207,2653877,0.224294,9974554
"Aug 01, 2019",2.18,46293195,0.004425,175912,599.78,1283289,0.187315,3346076,0.220449,10158812
"Aug 02, 2019",2.4,88993103,0.004449,138109,601.6,1337621,0.185623,1952128,0.215932,8829963
"Aug 03, 2019",2.43,158068000,0.004447,142141,598.09,1515498,0.185397,1598501,0.21628,8869485
"Aug 04, 2019",2.5,95419755,0.004438,141622,589.09,1322800,0.187,1987377,0.213087,8513464
"Aug 05, 2019",2.48,87397910,0.004371,153670,593.03,1544082,0.186767,2308148,0.213873,11322273
"Aug 06, 2019",2.46,95016633,0.004311,287697,558.45,2379143,0.17682,2036343,0.199382,11257456
"Aug 07, 2019",2.39,69024403,0.004013,196816,548.36,1401969,0.174363,2049095,0.197168,9226968
"Aug 08, 2019",2.29,56631921,0.003785,122375,539.06,2030230,0.173665,1620331,0.188944,8497325
"Aug 09, 2019",2.18,49294449,0.003656,144276,504.46,7830305,0.164119,1846967,0.188063,9677418
"Aug 10, 2019",2.32,88304426,0.003585,124526,495.46,1612976,0.162143,1543904,0.192094,8847413
"Aug 11, 2019",2.4,75758084,0.003585,173559,509.71,1459438,0.167581,1919835,0.19354,7187006
"Aug 12, 2019",2.38,53991936,0.003653,134506,485.92,1886901,0.168888,1443845,0.18815,6387931
"Aug 13, 2019",2.41,61913129,0.003884,274191,472.89,2158767,0.165951,1683200,0.181811,10736772
"Aug 14, 2019",2.27,117748508,0.003474,142095,449.86,2643834,0.153104,1993300,0.163015,11242065
"Aug 15, 2019",2.41,78723315,0.003612,151128,477.33,2459470,0.147989,1946708,0.173565,9135356
"Aug 16, 2019",2.32,71099710,0.003399,118370,504.4,2476006,0.15288,2057834,0.17484,9782103
"Aug 17, 2019",2.39,45504193,0.003309,123680,518.86,2133883,0.153522,1532537,0.172269,4023013
"Aug 18, 2019",2.5,74479050,0.003439,96954.83,516.56,2607749,0.156808,1946698,0.175367,4085395
"Aug 19, 2019",2.51,81955471,0.00354,171075,517.48,2112281,0.159045,1968017,0.17518,5158668
"Aug 20, 2019",2.38,71968212,0.00356,208772,511.51,2128985,0.1697,2912057,0.168585,4910932
"Aug 21, 2019",2.22,94589329,0.003736,657233,494.31,2086405,0.174172,4223007,0.171172,11301621
"Aug 22, 2019",2.23,71961706,0.003548,214407,497.95,1951484,0.178436,3726799,0.176349,11359122
"Aug 23, 2019",2.25,85783321,0.003858,218222,509.05,1917705,0.188054,4334880,0.185303,18690437
"Aug 24, 2019",2.19,50546812,0.003935,134587,504.46,2012884,0.186379,3138644,0.185832,24328141
"Aug 25, 2019",2.09,59471445,0.004029,221207,501.2,1795672,0.186935,3518998,0.179673,11836274
"Aug 26, 2019",2.08,54292215,0.00435,755738,517.56,1984247,0.187948,3066628,0.178423,12826124
"Aug 27, 2019",2.11,62275881,0.004371,950055,523.91,9525757,0.184264,2297394,0.17253,11337630
"Aug 28, 2019",1.9,59193724,0.004004,259923,478.81,13240560,0.167481,2465419,0.159012,9500176
"Aug 29, 2019",1.78,83335306,0.003817,139939,466.41,13566617,0.15849,2410433,0.153689,9473238
"Aug 30, 2019",1.81,57285240,0.003745,94356.08,477.21,14718268,0.163711,2950026,0.163822,6131991
"Aug 31, 2019",1.79,51356763,0.003562,618810,474.91,14747752,0.164039,2747688,0.162392,6785687
"Sep 01, 2019",1.78,43571942,0.003677,92040.33,467.56,14496351,0.159794,2445792,0.160947,6349698
"Sep 02, 2019",1.83,63004422,0.003752,230752,479.71,14872172,0.164794,3213786,0.171845,6714244
"Sep 03, 2019",1.85,80326910,0.003613,173732,478.1,14473054,0.162648,2992701,0.170969,8802298
"Sep 04, 2019",1.79,70884788,0.00362,129769,468.37,14450718,0.160522,2750606,0.164873,7019159
"Sep 05, 2019",1.8,69409152,0.003548,125087,461.52,14230896,0.180881,7654176,0.15931,7559724
"Sep 06, 2019",1.73,72212080,0.003399,155446,420.48,17949497,0.180613,6526880,0.157088,8101014
"Sep 07, 2019",1.78,71006363,0.003782,373928,442.29,14033338,0.18486,5873699,0.164392,5956638
"Sep 08, 2019",1.83,88855921,0.003749,105843,449.19,12872900,0.18158,3007555,0.161775,7080102
"Sep 09, 2019",1.8,96518480,0.004554,2310069,480.44,13057870,0.179129,2352420,0.163739,7113195
"Sep 10, 2019",1.8,66969746,0.003947,597717,478.09,11168539,0.190876,2247600,0.160779,6194135
"Sep 11, 2019",1.73,67247430,0.003776,167235,469.91,10828175,0.20302,5061999,0.157409,5248354
"Sep 12, 2019",1.71,61903495,0.003756,139971,458.14,11969143,0.201634,4687132,0.160872,6860805
"Sep 13, 2019",1.58,95116689,0.004237,339906,454.1,9414430,0.198182,2091381,0.161575,6080760
"Sep 14, 2019",1.57,82000174,0.004053,195822,462.87,13679413,0.221384,3834289,0.165971,7804847
"Sep 15, 2019",1.62,64455918,0.004197,177913,474.48,10248673,0.220718,3531424,0.165126,6314921
"Sep 16, 2019",1.58,62082506,0.004485,381993,463.75,11938595,0.214566,2379548,0.164357,6447492
"Sep 17, 2019",1.63,74897534,0.005012,750261,504.85,12536278,0.232254,4558123,0.17382,9904754
"Sep 18, 2019",1.81,112613412,0.005408,1871033,525.27,14129904,0.238708,3827552,0.192452,18510126
"Sep 19, 2019",1.88,133273165,0.005142,624055,547.95,13692214,0.228234,3189160,0.226095,31977129
"Sep 20, 2019",1.83,75449475,0.005606,568134,556.23,13421343,0.22818,2220789,0.233634,47224253
"Sep 21, 2019",1.89,76844379,0.005423,443626,547.99,13794780,0.212144,1991614,0.246262,24774448
"Sep 22, 2019",1.82,63224058,0.005727,496859,528.6,10665537,0.203588,2042161,0.238362,21577848
"Sep 23, 2019",1.81,76114156,0.005052,383531,506,15063652,0.201551,2380838,0.209769,15656099
"Sep 24, 2019",1.74,218580528,0.003779,340702,439.27,11912259,0.161987,20812750,0.192698,23121203
"Sep 25, 2019",1.76,161634833,0.003999,170076,444.84,11743543,0.168647,23303661,0.212402,23000991
"Sep 26, 2019",1.66,112008341,0.00414,278129,448.22,9414506,0.174262,2761394,0.220079,33724342
"Sep 27, 2019",1.67,90213617,0.004287,120641,451.1,13406794,0.184465,2912765,0.215705,24362698
"Sep 28, 2019",1.69,71435514,0.004528,239789,443.65,10618275,0.187354,2111538,0.211983,86337729
"Sep 29, 2019",1.72,85120108,0.004311,169667,430.22,8370084,0.176811,33206059,0.203116,14814277
"Sep 30, 2019",1.76,84068855,0.004494,143659,453.36,8805015,0.190605,3265668,0.204413,26005769
"Oct 01, 2019",1.84,91602849,0.004433,107814,454.45,11457079,0.185485,3395980,0.212319,16382086
"Oct 02, 2019",2.02,102294409,0.00462,140175,450.71,10294652,0.186211,26214534,0.208159,23453377
"Oct 03, 2019",1.95,101098441,0.004763,186976,437.76,8256985,0.18527,2356611,0.21227,11615416
"Oct 04, 2019",1.98,77454029,0.005327,354820,445.15,11034174,0.188597,2887731,0.22089,15435350
"Oct 05, 2019",1.97,96574706,0.005057,128073,442.89,13866477,0.198651,3485804,0.221005,11900295
"Oct 06, 2019",2.19,126356581,0.004949,110544,435.64,11868192,0.187144,2361183,0.213963,11120018
"Oct 07, 2019",2.4,202190935,0.005279,221713,455.44,11539883,0.194313,2030507,0.221041,14036665
"Oct 08, 2019",2.58,224096110,0.005189,131570,453.48,10098044,0.201262,2900251,0.260835,26670610
"Oct 09, 2019",2.8,329507431,0.005076,606679,538.31,11665114,0.195008,42462170,0.255992,40802410
"Oct 10, 2019",2.64,249559325,0.005404,248807,534.05,11051441,0.198507,2401040,0.272265,36560148
"Oct 11, 2019",2.77,200123734,0.005174,224790,507.65,13260531,0.18854,29154653,0.259014,20107004
"Oct 12, 2019",2.61,120045685,0.0055,189239,507.39,16557071,0.195818,2189517,0.258431,13758321
"Oct 13, 2019",2.5,107136821,0.005566,257538,501.76,16830548,0.192998,38258127,0.292006,21770753
"Oct 14, 2019",2.54,116069815,0.006198,443072,511.24,14246216,0.198141,2159936,0.331007,62509000
