Date,linkret,linkvol,aaveret,aavevol,makerret,makervol,kyberret,kybervol,zeroret,zerovol
"Oct 15, 2019",2.39,110301011,0.00681,453010,495.81,11560592,0.196773,2556547,0.317968,42728586
"Oct 16, 2019",2.39,158475686,0.006674,515713,484.5,15462284,0.183762,2831102,0.310213,42672770
"Oct 17, 2019",2.42,139155340,0.006412,221866,488.27,13540683,0.190379,9846901,0.31527,30413310
"Oct 18, 2019",2.36,105032862,0.006313,119359,487.65,15885206,0.185446,7357912,0.300922,22481098
"Oct 19, 2019",2.36,85270342,0.006739,109421,494.08,12077640,0.184619,45070142,0.319273,21790245
"Oct 20, 2019",2.44,86836834,0.008071,1279571,499.49,10334479,0.182364,45399743,0.331749,44200204
"Oct 21, 2019",2.63,174716569,0.008829,656553,497.72,8057849,0.178828,6974404,0.324134,27005589
"Oct 22, 2019",2.61,172462583,0.008955,866664,493.16,5015403,0.170571,3063804,0.31309,20792413
"Oct 23, 2019",2.61,190350548,0.008156,389908,460.32,5128328,0.160922,59043570,0.294723,37444481
"Oct 24, 2019",2.75,175558916,0.008959,1753572,467.13,4665362,0.166344,3497212,0.300783,26894006
"Oct 25, 2019",2.84,210307337,0.012639,3600444,515.85,5322499,0.176303,12625935,0.306247,32787185
"Oct 26, 2019",2.75,231729603,0.015829,5749537,503.34,7319372,0.172564,4388148,0.29283,51751167
"Oct 27, 2019",2.68,135864814,0.01287,3518621,517.6,5690092,0.181366,26567811,0.287478,48253340
"Oct 28, 2019",2.67,157224840,0.012269,2435145,516.85,5535182,0.183788,6196475,0.28757,29490346
"Oct 29, 2019",2.67,109381921,0.015161,3096323,527.15,6353265,0.180933,3857075,0.280936,21025960
"Oct 30, 2019",2.62,101740209,0.013383,2614429,526.28,6290986,0.175904,3426133,0.272521,25351941
"Oct 31, 2019",2.74,118140976,0.012338,2301777,543.61,7829984,0.175982,3410531,0.273846,20240826
"Nov 01, 2019",2.72,118225225,0.012446,1821270,530.34,5194608,0.17802,3462676,0.299853,33046661
"Nov 02, 2019",2.71,88544063,0.012258,1842383,524.52,4102314,0.179846,9929496,0.294388,32842740
"Nov 03, 2019",2.67,106456374,0.013268,2834627,525.54,4250307,0.177372,3794590,0.295353,20218758
"Nov 04, 2019",2.69,122384989,0.012855,2680777,542.62,4858824,0.181634,3962016,0.296315,19832087
"Nov 05, 2019",2.68,119153856,0.0139,2373154,555.17,6404055,0.181931,5597305,0.291508,18542169
"Nov 06, 2019",2.74,152746471,0.013345,1945470,585.61,5218515,0.179514,4283586,0.306577,19865899
"Nov 07, 2019",2.69,139483618,0.012829,270298,659.82,6984364,0.178596,3247449,0.30555,24289004
"Nov 08, 2019",2.72,133302910,0.012274,319981,661.1,5743195,0.172747,3274768,0.294041,26646784
"Nov 09, 2019",2.8,152872881,0.014182,1961726,646.19,5315946,0.174668,3383569,0.303991,23289189
"Nov 10, 2019",2.78,145643657,0.014232,1009179,668.4,6183956,0.178947,3739623,0.308102,21564567
"Nov 11, 2019",2.75,94732322,0.015501,1589422,649.76,5721818,0.180781,3562670,0.303089,20257259
"Nov 12, 2019",2.82,148585749,0.015333,2146778,657.08,5858480,0.177725,3192722,0.301,18811114
"Nov 13, 2019",3.02,209362104,0.016094,445411,654.52,5171580,0.185672,4143478,0.301677,54059714
"Nov 14, 2019",3.06,198792071,0.017404,1420977,647.95,5571038,0.180598,3356464,0.291893,19662543
"Nov 15, 2019",3.04,157665192,0.016986,475728,605.67,7938949,0.173481,3281038,0.277719,17597950
"Nov 16, 2019",3.01,95813206,0.020502,2979709,626.5,5652238,0.174281,3089657,0.283578,13352076
"Nov 17, 2019",2.93,99099080,0.020303,2179829,672.67,6084081,0.176953,3372123,0.278767,13542740
"Nov 18, 2019",2.83,126598447,0.02117,1607002,654.03,5201375,0.171204,3338740,0.265225,19415204
"Nov 19, 2019",2.76,174284233,0.020859,1003628,605.81,5493450,0.172254,51906635,0.261553,21875541
"Nov 20, 2019",2.71,167970679,0.018372,873581,586.16,5746626,0.173236,3221700,0.263224,21325786
"Nov 21, 2019",2.55,167317924,0.015515,1550497,528.96,4572658,0.15779,3007284,0.262508,22525343
"Nov 22, 2019",2.35,201718065,0.014722,1377944,519.71,5702366,0.152299,3172157,0.243406,23730433
"Nov 23, 2019",2.45,149356394,0.015239,624040,551.96,5249182,0.158007,2944006,0.250147,18971929
"Nov 24, 2019",2.26,149929050,0.013526,1675084,480.06,4311479,0.148867,5156882,0.239421,64595492
"Nov 25, 2019",2.28,170091780,0.013582,455022,528.88,6497521,0.144358,6902265,0.23836,43929595
"Nov 26, 2019",2.28,143568310,0.014062,372034,527.04,5182243,0.15125,3255748,0.247861,17447122
"Nov 27, 2019",2.23,149542925,0.013847,531393,549.74,4793026,0.166689,3884188,0.261255,30132733
"Nov 28, 2019",2.27,146006115,0.014989,1291193,541.32,4507001,0.172622,4209851,0.267876,24321271
"Nov 29, 2019",2.34,160656952,0.015607,874819,549.65,4784047,0.18783,4482047,0.272933,18516192
"Nov 30, 2019",2.24,123021580,0.014595,526235,544.45,4662481,0.189324,5985373,0.258165,34693630
"Dec 01, 2019",2.17,136819693,0.013779,236455,512.56,4896695,0.189699,4227505,0.260876,63347804
"Dec 02, 2019",2.09,116492201,0.013979,365605,564.05,4745961,0.181694,3117998,0.248206,14629531
"Dec 03, 2019",2.13,109854018,0.013532,230117,545.93,4876703,0.202526,5603865,0.243982,13512638
"Dec 04, 2019",2.05,145162286,0.014798,543474,495.4,5053047,0.193896,5699198,0.232153,14666012
"Dec 05, 2019",2.03,126219927,0.014389,415486,509.81,5175476,0.24579,10523995,0.233151,13634104
"Dec 06, 2019",2.09,113399318,0.015564,585200,505.82,4642910,0.264189,8999752,0.243971,15425621
"Dec 07, 2019",2.06,88418201,0.015336,284230,501.17,4295216,0.239126,5728334,0.237956,14524506
"Dec 08, 2019",2.06,103114465,0.015614,262226,504.44,4052523,0.245571,42178487,0.237904,13878444
"Dec 09, 2019",2.09,147696805,0.015795,385111,499.82,3927002,0.219408,4752806,0.232161,12268346
"Dec 10, 2019",2.27,218763851,0.013616,534444,506.8,4280554,0.198888,5158555,0.227563,15059888
"Dec 11, 2019",2.18,138162558,0.013248,240153,489.76,4460711,0.204269,4328717,0.222173,13885792
"Dec 12, 2019",2.12,142758973,0.011886,638261,493.53,3823711,0.222785,5793626,0.218338,13448937
"Dec 13, 2019",2.08,117843001,0.011935,175126,510.73,4130286,0.220764,4965798,0.220351,16123770
"Dec 14, 2019",2.01,105295566,0.011558,126170,508.61,4041034,0.201173,3814849,0.212401,12335415
"Dec 15, 2019",2.09,114518248,0.011016,337733,493.96,4356116,0.2213,4923941,0.208014,18346761
"Dec 16, 2019",1.98,97454140,0.010238,199091,461.63,4724877,0.231858,5662477,0.193668,14634085
"Dec 17, 2019",1.76,172213180,0.009152,168541,415.16,4026492,0.201289,9158321,0.178841,13762633
"Dec 18, 2019",1.88,209932252,0.010284,204433,467.95,5050557,0.223402,5637039,0.201545,18225793
"Dec 19, 2019",1.82,150914459,0.010054,162415,481.31,4761181,0.199835,6258990,0.189091,14407794
"Dec 20, 2019",1.92,124354682,0.010141,169743,490.35,4636633,0.196745,4586288,0.194417,13813235
"Dec 21, 2019",1.87,88336767,0.009859,151210,490.67,4738670,0.19189,4286003,0.193262,11383772
"Dec 22, 2019",1.94,120076955,0.009993,179296,505.51,4638315,0.190246,4489971,0.193177,11465024
"Dec 23, 2019",1.88,130569408,0.009298,328211,460.93,4633187,0.187308,3496228,0.184734,11626302
"Dec 24, 2019",1.86,131772813,0.009474,243590,457.34,5354515,0.188362,3171065,0.185618,10448205
"Dec 25, 2019",1.8,86020952,0.009122,165660,434.84,6026951,0.185859,2985077,0.182828,11553411
"Dec 26, 2019",1.86,79180350,0.008935,248932,432.48,4563748,0.181182,3278800,0.182542,12300014
"Dec 27, 2019",1.89,74031488,0.008632,207453,427.56,4557354,0.17886,2975468,0.186302,12442074
"Dec 28, 2019",1.87,53567273,0.008724,191542,430.74,3563307,0.179511,2991235,0.18532,11414234
"Dec 29, 2019",1.9,53574998,0.008756,155049,448.31,3785106,0.190663,3532743,0.197425,15552160
"Dec 30, 2019",1.84,57136151,0.009892,720810,442.89,3878828,0.186931,3427459,0.189425,13972812
"Dec 31, 2019",1.77,58903187,0.016481,12573624,430.96,3512760,0.186491,3607047,0.181839,11468991
"Jan 01, 2020",1.81,69723037,0.018083,11509055,437.33,3531182,0.186654,3511406,0.182955,10396732
"Jan 02, 2020",1.74,52729126,0.020823,10500639,425.44,3608801,0.185439,3212836,0.176207,11649604
"Jan 03, 2020",1.81,61298048,0.01792,6432847,433.53,3648148,0.201862,4450192,0.182442,11902025
"Jan 04, 2020",1.84,49108150,0.016633,3453220,440.25,3709471,0.200537,3410605,0.187977,9558107
"Jan 05, 2020",1.81,55235942,0.015919,1463292,442.09,3750842,0.213296,4023529,0.187662,9347273
"Jan 06, 2020",1.94,80941179,0.01526,1794345,464.47,3950543,0.219184,5451050,0.196308,13810555
"Jan 07, 2020",2.11,140921324,0.020403,6164223,469.89,3795790,0.201352,5321397,0.189437,14375851
"Jan 08, 2020",2.18,192821111,0.018511,4710523,484.58,4211004,0.20142,3591783,0.213058,30946108
"Jan 09, 2020",2.19,109938413,0.016713,1753136,462.12,4065236,0.194797,3057060,0.207168,17056575
"Jan 10, 2020",2.22,109888554,0.020114,3577920,476.68,3941850,0.203184,3339568,0.202423,19916186
"Jan 11, 2020",2.28,107902217,0.025388,7162777,479.06,4896444,0.205806,3252049,0.206684,14816007
"Jan 12, 2020",2.25,87342008,0.024637,4850925,496.23,3691033,0.205775,3181861,0.217392,18899182
"Jan 13, 2020",2.19,78803227,0.022647,1949388,482.22,3543697,0.217677,3898940,0.211616,17118143
"Jan 14, 2020",2.39,135612258,0.025596,5128159,533.87,5079338,0.221747,4853214,0.234954,27926557
"Jan 15, 2020",2.4,149371800,0.024718,3298451,533.83,4651343,0.240923,5775757,0.24469,30177490
"Jan 16, 2020",2.48,143515776,0.02392,1348023,529.68,4168861,0.246932,15040570,0.248542,25590431
"Jan 17, 2020",2.72,257924221,0.022071,2427752,515.97,5097150,0.271848,8636652,0.25453,28188833
"Jan 18, 2020",2.77,167529444,0.020983,986623,523.14,4925581,0.286435,6140474,0.244642,23509141
"Jan 19, 2020",2.62,175287789,0.023532,3404000,507.21,3871380,0.254942,5345257,0.231463,18772997
"Jan 20, 2020",2.7,149645626,0.023013,3095921,483.52,4937380,0.271388,5483616,0.23241,17394980
"Jan 21, 2020",2.67,118493954,0.022837,1033172,484.07,4363397,0.263541,5430465,0.242239,23023994
"Jan 22, 2020",2.65,97214236,0.023694,1457393,474.53,3522250,0.262246,4268703,0.24196,15531508
"Jan 23, 2020",2.46,128284126,0.023954,2471163,473.78,3578834,0.247903,4586701,0.227841,15452905
"Jan 24, 2020",2.5,121390827,0.024195,1014151,467.68,3689358,0.26381,4300631,0.228028,13999745
"Jan 25, 2020",2.46,96793337,0.022889,589280,465.29,3312795,0.26967,4288188,0.224603,11959920
"Jan 26, 2020",2.57,101906615,0.022603,670910,484.92,3519127,0.288329,5092676,0.23066,12892913
"Jan 27, 2020",2.61,125100879,0.023844,642952,487.37,3793281,0.2863,5170871,0.232332,15890593
"Jan 28, 2020",2.66,130829516,0.023658,719722,531.92,4612793,0.287194,5135174,0.232287,18790964
"Jan 29, 2020",2.79,166469457,0.025112,1563322,522.53,3932224,0.276125,4841080,0.226724,18295525
"Jan 30, 2020",2.91,189044589,0.024768,1046562,551.77,4232265,0.294083,5901215,0.233342,16708532
"Jan 31, 2020",2.82,132881059,0.025812,1333269,545.33,4093150,0.290119,5880289,0.228594,18560584
"Feb 01, 2020",2.84,121185567,0.02808,2025986,552.01,3991779,0.295982,5345474,0.232412,14984402
"Feb 02, 2020",2.83,135278751,0.031453,3015327,558.67,4134079,0.3001,5964715,0.240142,19998032
"Feb 03, 2020",2.77,128902317,0.031809,1665630,556.3,4452208,0.312661,6347545,0.235842,17852509
"Feb 04, 2020",2.74,134721884,0.031561,1299220,553.62,3979687,0.347881,18110002,0.254481,32741644
"Feb 05, 2020",2.85,157306879,0.032244,858220,583.07,4686378,0.339194,11592863,0.258031,31486778
"Feb 06, 2020",2.88,165611492,0.035486,1889610,574.18,5601577,0.349031,10213963,0.277461,35195571
"Feb 07, 2020",3.31,380527539,0.035509,991829,583.16,6690307,0.347006,8634142,0.277939,35946750
"Feb 08, 2020",3.41,305697106,0.031849,1467758,578.32,6079389,0.352012,8914565,0.273737,29990410
"Feb 09, 2020",3.48,227524199,0.032998,853314,591.78,6451746,0.356489,9316677,0.296106,31665131
"Feb 10, 2020",3.41,232733529,0.033119,735759,574.16,6259386,0.35793,8070549,0.283745,34235793
"Feb 11, 2020",3.98,388126746,0.032833,844162,585.55,6457524,0.365603,7841494,0.30208,42354306
"Feb 12, 2020",4.03,455111359,0.034066,2402731,614.31,7091879,0.38107,9491574,0.31125,37674434
"Feb 13, 2020",3.87,336049071,0.033498,1451727,625.76,7841977,0.441939,23213862,0.320865,54378500
"Feb 14, 2020",4.41,416798319,0.034734,1184209,638.99,7666723,0.457702,15426425,0.345264,63020638
"Feb 15, 2020",4.3,498446606,0.031945,1024856,607.28,7230162,0.437016,16869840,0.317226,48976798
"Feb 16, 2020",4.5,640799699,0.035879,5107856,634.71,8359385,0.419959,12952994,0.299002,46528689
"Feb 17, 2020",4.3,529297131,0.03395,2516436,614.94,7744867,0.423873,11404879,0.291352,42628247
"Feb 18, 2020",4.54,431990469,0.035552,1142332,637.71,7875867,0.471286,18844541,0.306761,33776350
"Feb 19, 2020",4.4,415141905,0.032808,672241,644.51,9185814,0.495078,25655570,0.280657,26197175
"Feb 20, 2020",4.27,404800386,0.036728,1615710,644.87,8684619,0.506167,34244995,0.277285,29095941
"Feb 21, 2020",4.29,339638604,0.034556,834308,636.63,7409306,0.572739,24345750,0.288997,26934261
"Feb 22, 2020",4.1,303556869,0.033669,648908,642.52,7627663,0.562985,33156852,0.281435,25127926
"Feb 23, 2020",4.24,299278626,0.035769,688107,653.83,8325943,0.586346,22627461,0.28779,23127455
"Feb 24, 2020",3.91,343314668,0.033302,665264,635.57,7189870,0.575086,32214438,0.267852,27507585
"Feb 25, 2020",3.51,340819809,0.031642,897447,591.94,7206515,0.558722,37294138,0.253242,33033120
"Feb 26, 2020",3.6,505501668,0.026811,1224514,543.49,6897584,0.475882,25171230,0.23501,32158204
"Feb 27, 2020",3.95,492056386,0.027271,1304115,565.6,7009677,0.528176,51924701,0.243385,32207681
"Feb 28, 2020",4.16,506674282,0.026682,812647,580.79,7473815,0.530018,40107826,0.237285,27466271
"Feb 29, 2020",4.11,452201071,0.026429,387567,556.42,6521916,0.648003,58051788,0.231186,19109522
"Mar 01, 2020",3.88,423505999,0.025557,534833,544.03,5571792,0.788299,213584934,0.230571,21043623
"Mar 02, 2020",4.22,437170132,0.027089,589043,571.86,6566117,0.696534,99418981,0.249284,28823583
"Mar 03, 2020",4.58,518469329,0.028724,728730,537.46,8793873,0.663768,41096081,0.253848,20956139
"Mar 04, 2020",4.64,662474676,0.02825,519103,543.13,8564315,0.687136,58739082,0.262438,24795039
"Mar 05, 2020",4.72,542142056,0.030157,713091,546.77,8434264,0.698772,65136379,0.276198,34920848
"Mar 06, 2020",4.68,384700765,0.031031,654392,588.41,8022047,0.771859,58424623,0.282544,36227954
"Mar 07, 2020",4.34,375742253,0.029823,692274,612.81,7860808,0.809929,100732800,0.262974,31009197
"Mar 08, 2020",4.09,554855517,0.027626,755018,516.54,6319110,0.708058,66682857,0.227474,33641973
"Mar 09, 2020",4.06,751627574,0.028008,979065,514.05,6845671,0.729161,55035061,0.220952,42657502
"Mar 10, 2020",4.08,531064759,0.026974,426137,507.52,4860014,0.786049,59430534,0.239302,28176619
"Mar 11, 2020",3.82,464691611,0.037997,10341727,490.48,4590144,0.79487,69659143,0.227177,29048680
"Mar 12, 2020",2.06,678674595,0.020243,3435095,216.41,8421637,0.427007,52954863,0.150721,40120221
"Mar 13, 2020",2.42,905688605,0.02146,1094262,272.75,6327055,0.533138,71173193,0.167194,46853409
"Mar 14, 2020",2.14,448070726,0.021156,705748,254.25,4387391,0.475383,25037233,0.15751,22358631
"Mar 15, 2020",2.11,440244557,0.020193,428302,241.69,5421446,0.478521,19333828,0.159045,16558988
"Mar 16, 2020",1.78,539952973,0.0161,695809,213.98,4735260,0.393247,30668252,0.137635,22022983
"Mar 17, 2020",1.84,402042487,0.017879,433475,217.04,4708483,0.458368,41295624,0.140203,18793958
"Mar 18, 2020",1.89,304298998,0.019479,820799,206.91,4470449,0.447867,38554194,0.142319,16639472
"Mar 19, 2020",2.25,447725949,0.021612,1025081,262.17,7152117,0.510955,50898411,0.162762,23963969
"Mar 20, 2020",2.25,526429075,0.023318,1442523,255.82,5061472,0.485453,48039877,0.152084,24582486
"Mar 21, 2020",2.27,317973845,0.022238,799480,271.63,4365424,0.478739,28153503,0.154617,18764365
"Mar 22, 2020",1.99,295425228,0.021208,681910,255.66,4114263,0.427271,27480737,0.141657,13607394
"Mar 23, 2020",2.24,354551260,0.023295,924662,270.3,3941502,0.465747,39833849,0.150492,18599763
"Mar 24, 2020",2.31,321474267,0.022564,517078,278.04,4379856,0.473996,37410180,0.152118,15898135
"Mar 25, 2020",2.26,257497959,0.022146,1054480,278.77,4336143,0.464837,37498105,0.156005,17244277
"Mar 26, 2020",2.3,209695287,0.022521,1063033,339.43,5119437,0.455734,15909486,0.158776,14204497
"Mar 27, 2020",2.17,222982485,0.021186,1043775,312.21,3856178,0.454929,21719231,0.152627,14719356
"Mar 28, 2020",2.14,234279603,0.020597,843279,308.96,4381622,0.441512,33401070,0.149418,14729270
"Mar 29, 2020",2.03,178728617,0.019053,707307,290.38,3918533,0.42225,28713139,0.144625,11970779
"Mar 30, 2020",2.15,220332929,0.020559,981949,295.87,4027365,0.441541,27361413,0.151262,14541397
"Mar 31, 2020",2.27,239526252,0.020034,887152,279.51,3355891,0.437935,26914448,0.153272,12982723
"Apr 01, 2020",2.28,289006168,0.02095,556212,295.78,2988875,0.442098,27477933,0.151771,10802064
"Apr 02, 2020",2.3,294353542,0.021261,1315126,300.45,2929752,0.438013,31240885,0.154416,15627388
"Apr 03, 2020",2.31,226925452,0.021181,540193,301.27,8026264,0.432908,34413396,0.155686,12990483
"Apr 04, 2020",2.33,194260780,0.02173,740588,319.28,3119083,0.449979,29907131,0.157074,12932007
"Apr 05, 2020",2.28,161676431,0.020995,292711,302.55,3673867,0.434202,25921824,0.154462,11463089
"Apr 06, 2020",2.51,325590660,0.021851,509592,330.73,4423901,0.456749,34280750,0.167333,19401735
"Apr 07, 2020",2.72,577910419,0.021821,465892,325.24,3258585,0.484262,52011863,0.169368,25871603
"Apr 08, 2020",3.14,518682498,0.023925,1083145,345.19,3262995,0.519141,45408991,0.176717,20616744
"Apr 09, 2020",3.32,734770971,0.02629,1513868,341.01,3020411,0.510921,31558053,0.189876,22751074
"Apr 10, 2020",3.22,748426338,0.023455,759930,335.3,3359106,0.462473,41439728,0.169079,29039079
"Apr 11, 2020",3.28,653196770,0.022322,384254,308.84,2807321,0.489594,35533979,0.170811,20380322
"Apr 12, 2020",3.46,712633668,0.022554,418275,301.78,3157758,0.48198,34527311,0.170005,21248815
"Apr 13, 2020",3.37,663413131,0.021955,420557,300.9,3469670,0.471499,31113128,0.166677,17910630
"Apr 14, 2020",3.24,497025727,0.022092,450090,299.02,3680941,0.467873,23693318,0.169895,18765580
"Apr 15, 2020",3.13,425648503,0.022242,647203,290.58,2766469,0.464292,19543222,0.163879,16617377
"Apr 16, 2020",3.47,599436392,0.02397,1033687,301.89,5317688,0.480367,26053920,0.173188,29773461
"Apr 17, 2020",3.48,431088440,0.024293,494171,302.45,3596155,0.476661,29250039,0.173651,20843437
"Apr 18, 2020",3.78,517130842,0.026217,601262,326.97,3552161,0.493644,31986140,0.179122,25596180
"Apr 19, 2020",3.64,497819796,0.024978,866040,324.23,4398795,0.479236,36849006,0.172656,22959387
"Apr 20, 2020",3.46,511701400,0.02554,1339627,305.17,4104666,0.459218,34049485,0.16862,27727446
"Apr 21, 2020",3.48,386134896,0.027122,1407328,311.76,4043196,0.460601,30366205,0.169972,26262416
"Apr 22, 2020",3.68,419768838,0.029374,1062195,326.73,4342878,0.471208,30097774,0.171138,22127927
"Apr 23, 2020",3.73,458394827,0.031196,1363681,327.6,4777462,0.473071,36161513,0.174627,25787883
"Apr 24, 2020",3.8,356971612,0.035223,2285074,338.42,3648685,0.511288,45525694,0.186276,29479909
"Apr 25, 2020",3.8,326366096,0.03685,1767472,337.43,3120910,0.54968,49576898,0.185622,25859091
"Apr 26, 2020",3.72,373262888,0.037441,1323020,345.88,3347772,0.68331,122898525,0.198369,31681265
"Apr 27, 2020",3.64,418502740,0.034895,1275600,340.71,2166127,0.6722,83439668,0.207328,54747953
"Apr 28, 2020",3.68,336584772,0.044153,3899952,342.63,2817079,0.66595,62016306,0.205133,32996817
"Apr 29, 2020",3.91,479767865,0.044646,3470533,353.19,3596798,0.674091,62968148,0.214491,32396486
"Apr 30, 2020",3.72,469432714,0.041938,2645975,338.79,4118791,0.687103,73498200,0.199321,35509402
"May 01, 2020",3.78,387173588,0.046148,2194905,356.3,2689762,0.689071,58957126,0.214429,29316172
"May 02, 2020",3.82,312851882,0.043192,1301198,359.15,2514864,0.682754,44205557,0.214918,27411674
"May 03, 2020",3.72,332486849,0.040334,1285488,373.34,2812063,0.655393,34504284,0.206788,25152529
"May 04, 2020",3.77,400808105,0.044818,2276056,349.28,3403699,0.674393,47647456,0.205265,26531167
"May 05, 2020",3.69,307442156,0.044613,2270671,336.7,3290879,0.672309,49536880,0.20656,25261475
"May 06, 2020",3.64,330568230,0.049591,1707592,332.05,2776614,0.646194,51341487,0.216048,35037840
"May 07, 2020",3.75,415098619,0.054812,3489303,344.5,3030619,0.628522,47994686,0.301982,148872781
"May 08, 2020",3.82,394360542,0.066262,5352535,339.22,3251342,0.653865,59370972,0.397795,366968032
"May 09, 2020",4.04,596770802,0.064991,1426885,341.73,2513216,0.673833,56018591,0.426262,292006974
"May 10, 2020",3.76,614483574,0.064572,2299781,329.03,4518012,0.606142,35633668,0.3972,237085826
"May 11, 2020",3.59,465004956,0.06659,3971472,317.17,4469427,0.573076,45990004,0.346353,118336606
"May 12, 2020",3.69,358470475,0.056753,2689984,322.41,3224915,0.641005,58944867,0.357617,104778164
"May 13, 2020",3.76,319801650,0.061629,3347527,328.61,3341976,0.64234,53666717,0.350359,85204734
"May 14, 2020",3.8,376043732,0.062995,2560847,331.98,4644178,0.640121,47801451,0.341491,69698799
"May 15, 2020",3.67,326992724,0.06297,2658035,324.67,5945808,0.621023,53770345,0.383897,165753732
"May 16, 2020",3.76,298753874,0.062193,1245135,335.12,4705120,0.620854,48500103,0.383872,92974957
"May 17, 2020",3.78,324792191,0.059488,1662689,340.58,5767341,0.621396,50856380,0.374517,71917965
"May 18, 2020",3.89,384696302,0.057101,1856946,327.38,7519269,0.639911,49982856,0.371105,81547755
"May 19, 2020",3.92,342003354,0.059886,1732901,332.37,6016805,0.644368,50022376,0.358303,59244559
"May 20, 2020",4.07,501477865,0.06179,2363678,331.38,5390385,0.643745,55181263,0.35981,74722760
"May 21, 2020",3.85,475890242,0.057325,1521950,319.16,4577816,0.611633,58864362,0.324915,72475491
"May 22, 2020",4.07,391293983,0.06027,1355295,321.98,5469687,0.6353,62545662,0.33473,72012456
"May 23, 2020",3.96,350387118,0.05788,966239,339.66,6602919,0.70249,79561197,0.329851,52660987
"May 24, 2020",3.84,338608148,0.056293,1274514,326.2,5588592,0.656217,75625191,0.305063,50186334
"May 25, 2020",3.87,319542427,0.057634,1385581,345.82,5983441,0.679776,63891674,0.321565,54848614
"May 26, 2020",3.84,294932100,0.054366,1209871,338.38,2901371,0.667541,80413066,0.346975,96267075
"May 27, 2020",3.86,303730714,0.052783,1895530,347.28,2433966,0.667446,76488124,0.336018,66531954
"May 28, 2020",4.03,317138604,0.049711,1456734,354.98,2841838,0.676321,75576086,0.333576,58389271
"May 29, 2020",3.99,328730888,0.05714,3325686,486.02,17186941,0.702205,80523865,0.333798,53565802
"May 30, 2020",4.17,356995900,0.063236,6451102,511.98,11924618,0.702869,88149257,0.337119,54798638
"May 31, 2020",4.13,378972618,0.061594,1844793,461.11,8183029,0.689661,75630491,0.315688,54220247
"Jun 01, 2020",4.38,491355312,0.065587,2653822,460.38,12408341,0.724083,85397124,0.333939,54471701
"Jun 02, 2020",4.39,447755930,0.061792,2116561,443.39,13030506,0.69438,62512542,0.324159,78462755
"Jun 03, 2020",4.49,347465695,0.060596,1482912,426.66,11320673,0.699581,48003444,0.32979,47792136
"Jun 04, 2020",4.43,318417019,0.060054,1942674,426.76,8681675,0.713164,42883732,0.327273,38746894
"Jun 05, 2020",4.38,298753116,0.059317,1285401,478.54,9084208,0.768136,51747446,0.322158,29816684
"Jun 06, 2020",4.34,270796645,0.063045,1509845,493.92,11787119,0.75775,49914625,0.324717,27036492
"Jun 07, 2020",4.35,282338155,0.065579,2790601,543.57,16781005,0.743701,44128295,0.322717,28830773
"Jun 08, 2020",4.46,283855463,0.069766,2143430,554.95,15724207,0.818206,52924630,0.319487,23352145
"Jun 09, 2020",4.45,305409412,0.08286,7015542,691.58,28620365,0.93649,98412613,0.348877,64458528
"Jun 10, 2020",4.42,294672252,0.094588,10225433,668.95,29417157,1.15,187504661,0.387041,149483287
"Jun 11, 2020",3.97,352495642,0.084002,7653637,607.82,39987325,1.06,131761527,0.335659,98636378
"Jun 12, 2020",4.09,327861604,0.09695,6608676,592.75,21518872,1.29,165483405,0.357039,77891360
"Jun 13, 2020",4.11,268974930,0.095234,3195550,551.96,21056355,1.2,84899378,0.364333,69937204
"Jun 14, 2020",3.96,259255316,0.085873,3954145,513.81,14744176,1.17,81785928,0.358875,59728044
"Jun 15, 2020",3.93,368088618,0.08603,5392440,549.07,31321450,1.16,88228056,0.344888,65115245
"Jun 16, 2020",4.05,300222404,0.096304,5146280,541.16,26271318,1.25,79808162,0.343453,47326914
"Jun 17, 2020",4.16,319675762,0.098318,3973308,539.86,14743009,1.2,65850695,0.342386,45111088
"Jun 18, 2020",4.17,299551097,0.128314,19574773,527.51,9229597,1.15,65948336,0.332401,38544125
"Jun 19, 2020",4.08,285917523,0.13038,15958889,514.02,9415755,1.19,75255707,0.329781,43401783
"Jun 20, 2020",4.17,300428191,0.139899,9184419,520.74,7488955,1.29,93029217,0.348723,53436274
"Jun 21, 2020",4.19,260111856,0.159091,15382474,513.31,7379970,1.23,71459296,0.347436,45185620
"Jun 22, 2020",4.47,354320997,0.145581,15833692,523.74,11572662,1.24,80817750,0.354626,47760174
"Jun 23, 2020",4.81,524401734,0.144426,11246533,505.14,10369287,1.2,78735922,0.363958,45167707
"Jun 24, 2020",4.72,477169366,0.137053,7337605,484.58,8624505,1.18,60210680,0.34437,45531637
"Jun 25, 2020",4.81,417488409,0.129268,3611896,462.36,11135424,1.16,61428788,0.335714,33451689
"Jun 26, 2020",4.68,366958108,0.117496,8818832,454.79,9125478,1.16,62953759,0.351195,53892173
"Jun 27, 2020",4.43,348981374,0.120205,8274008,445.98,11742149,1.07,66239842,0.333918,48571982
"Jun 28, 2020",4.56,329798147,0.121177,5297453,448.59,8957347,1.1,59596870,0.333079,31966422
"Jun 29, 2020",4.62,321184231,0.122915,5766693,454.88,9382939,1.17,73849699,0.346318,30112415
"Jun 30, 2020",4.57,287882848,0.132072,7673884,455.85,10601431,1.2,70041510,0.335813,25975262
"Jul 01, 2020",4.7,320994716,0.144176,9768399,448.56,8405942,1.34,83246570,0.336967,26369661
